calendar_date_dt,residence_area_cd,residence_area_nuts2_cd,country_cd,socecon_lvl_area_nm,test_positivity_percentage_area_nm,cumulative_confirmed_cases_nm,variant_area_cd
2022-03-22,fxzXmsbokojejNdJsiLf,AxvZJwtnhufLUBsQRkgn,hSGjSrztthvjXPYzsBLE,2708,64729.78,8337,uHADOiTcYTNyYVcSDOvF
2023-05-15,XVRbDQZMuRugtjPMjzBs,yMGxOPrXiAzCEAzVVGtQ,woPaZKbRTpwdZpprVcTK,1104,10939.64,8245,nKQEUZPLlpqhRlJUDJkh
2018-07-31,vlRjhiYmnjytgYzLlPUH,NVoQvjwmsOXmBPREInpg,FmytUCysrOhYTppxVEVT,1217,58916.5,6523,wvdxuYoNwhvMhxQaJdWS
1999-10-10,czVNwpOSzWOElfEEkClQ,xgEURoyIBFcSwddDTAQZ,HhZzidVqUdoaUTFERvqf,3012,78005.72,6019,opUSULEWhbAIUKbzUrax
2005-11-19,RhkPfIgCKeDxHZJlPHrV,GpVmPsNBREOepbDWgvjP,AbKmfbJILrQsCTYNkFdl,8125,87734.66,3347,omsaehVTXhdylSBdSzto
2019-01-31,idwwSxBQjViNcGtASvVA,zxXDQhhQUxuIEUDcvSAu,AARYfdOfAgdCSSBKjoNn,3998,5033.51,8927,lTVchPSMBhjdfpgDiEZF
2013-10-18,DwoCXJRAWdNlIYPSjXhi,xrhLlVLIEYozIpAzuAyO,QIKkckXeaHvWniakKYOY,725,36858.18,5562,eDNbKPqKUxNlfiplNXEv
2021-07-11,vRKlwmMPvSemltidRUzJ,gJuRltXyieYnmZwjsGYL,sZidqHrldTjSIanSPxme,9834,89663.91,2890,OLOkPGMuJnwlvhTDaVPI
2022-08-31,QWGVXlWfKZIDbfGuVAXn,FAIxAIxvpeSuuXQJXuiv,QptZpNsZIQZifaxqIIKq,7719,91444.59,7983,yIYENTQyoNRsuvcaSRSt
2007-10-10,efnNbIRLqIDUnWWYPPIj,EHlqSVpPXEXPMvlopUsV,kSggBHHmBPMMJsOkfVnB,6135,81481.93,4823,bMydbATaOvWTpMDYBcUR
2011-11-19,TJrILRmAzKzVOCymPAxP,SDSoeUqhOEwBnffknZkW,MNAcSHpNTEIWZxhIBkdG,4317,9316.7,2651,EgdALDMRItykoRzTigPB
2010-05-21,gdfMQgpWCYSpuBgVNStg,OSHRuXFsnglIURaeOVly,qXqyFFCFpdZNbynutYYI,8814,73436.97,5844,hRKpXbdMBwpULHTRAuTZ
2019-07-11,NOWteyjhmJunDOvKRddE,JFAQbPpwCTGOlANprEUP,LfcqDpoSgGVSRKbCNqGD,8357,86982.26,9700,xGKWaufwewilqeztPldX
2014-03-21,VQkhDeSWgDZwXYhBtYgP,hCAWBKaBPDASIQeyUuCM,VGiUuJHAEoueBJeiCSfe,64,15665.55,1246,hhCKpwIqgaltPGIDQUfx
2013-10-28,TpzkbxcGmKqiPoLwOBkd,iXIUbstMYhKJrkSvRLLW,RhpyXBQfMwZakVOcAcFP,3540,43569.18,5591,ibAxYtOGrXNCdwvhwpiS
2010-03-19,eXXYwvzwJisiaXFHUkwB,mDbyJmQsFzmUnykwxNkx,PfuDpECBwvgZZSeVZZVP,5900,17025.36,4368,IkyXSAuHxOkXSwmpiLSp
2022-01-07,ACareZRfsaEIENTQgpek,TtaDYNnKGLwwrHrQCKhd,BYsryjICROYevTPlAwbX,4407,62171.38,525,NBeHFORJqrxHToSXswWb
2010-03-08,rvWkRAUDDFMETHhWLIDR,lsBSkFfZEOjjERbWeVOl,ncOjQadhgtTijIvvipea,5808,39862.37,5256,KyHwjmigyDBzIYFzSBua
2011-05-06,MIriJwJarfWeHXpjsbwM,KATsZErgULlYkDdXkGxn,nRpVRoWxQenlDmbQxXLT,6327,67812.6,2035,GoLKJqSFDeyHNRQyrxeq
2008-12-29,AxyOlEtPAVaRsYOdHMrT,cCbtaHUfBCFFfMxJgqDW,znaKYsYwgcFoiWlheWUx,1427,72944.22,3156,IJqoyKeHcpAnlSQKOPoy
2018-06-27,muFSgzJKQHQlxKeSpRkM,qJBHzgDjZHoLcJtMUKxm,FxiMfmDGWluoCNdVDfzm,4609,28186.56,5353,ilGQWvMpzLXJDxXVuBDW
2018-09-12,ztUhhYgVInYdGFnWhViJ,xEwiRdDnDYWtpiGEMffu,iijlJPvuDkdyIYWvaKXO,2331,10544.89,7361,qDMOxksbCtVgsYpMUOMR
2021-03-08,mUEytszXTgRoAdufTomR,EYDeDIZVzrCMIAaBAsuf,NEjlfoDPbfTvgkbNXVEG,1717,77264.73,9375,jsWIXnPKPCgfFvfGrUZP
2018-11-20,bgvZeqKNUKTiPAQRqFuk,WGyCgsEExaoLZqqCDBkI,pJZdURRhrJqpOePHuGTN,619,20580.27,1284,CRkttJXRCkcuGTLifvAs
2006-07-15,oTcNLmroUNbxuaCgsUvU,pjHPqZegqwlPKQIhekvN,zPCkbBBAMcwYOgvusNYA,4422,49998.32,2593,SSDbXldCKEduPgrNvWPQ
2014-11-18,OUunPqulGgMhEnGrLvLJ,nFTTVDdpGKqCamspkViH,mNGlMkTcpEJaBmXfrnXU,3523,47575.76,5411,XzhWshohZSSTDTnWaJmx
1997-05-02,ocLzvlyMYDrNHUJCqabM,wBSRiXFYnLDdbQhzJptG,izUxTuTiGrfUGUqPqPvk,3412,38594.23,2209,NnPBZkISgteNzHSJkWDK
2018-02-14,HJVNbQdAVuLismeJVCRp,DzkLLJzQHYprlwnEvFVk,sIyecGscIaJknWExpZjM,4605,70760.67,6858,ELmBbsHfETRywzgEYheZ
2016-10-23,FueBlPPHDzwYggfEPmaG,BvBYFApGuZbXUcSbRsUI,dTtrvmvvrMcXUbHbPLBa,2521,40033.84,1611,IWgXgmbjXcnkYmmJUDok
2011-11-06,yKZaCFnCogeMfLXexLOB,RASelyhCAkiojYCCmCJK,rVSQKhsYyiImhABogHlM,5026,77028.19,2585,nSGkavwOXWTOZqFdVBwq
2022-10-10,aVlPcwmsFFyJWagIxdcU,KBflflcMJaCTzDIGarUa,hIAGJOpxDhjvlsWlgBeD,6599,42262.18,8083,lhzYeyIViuHltulbqmiX
2007-07-05,FywbaacRrNJDcWIPYOQk,ConKkfZetLNGvxefYqXT,mtozhAxBPiAsWdPOjSOZ,2707,54426.5,8512,kBpWCnwRqqRFuMRJrTbH
2022-03-23,MwyskUdzSBYXOEYWVilq,zRxwucQJFmNfvHTlrXmV,rYzZwbxzNeyPmvYFjFPW,6950,25626.45,4237,lkXHIjTHLLKocxEclOEM
2013-07-31,iPNYaMrcbNOkInpnkWmt,fAiOHtIUJDtCmOWvVcqc,ivjCleymLOGVFSpCBAVf,6419,24322.11,4388,lYidXPaqLqqprtFOgWVV
1998-03-02,RzBvaLzHvEjqoLqBQYxp,lssGbnqlmGYDOrUswyKp,xauxwpBJjroIpwaFQbWc,4087,15439.49,3055,pUMJJUHWxGhLFvmuSfRL
1997-06-15,uOyXWGFjLcJrvRZVsrSu,zWnMvrstawICjbAHfWtJ,VZhatmkJnwODkrvJfdFh,6702,40192.17,9818,WRaNRwJfCOKzozTUuMEc
2020-07-14,ixcQTVGNqySsJzrMcRrz,epZdKVhLzlcERexaJEGc,MwomZPGAnqnhHLvjxKLz,4975,24334.72,2625,cECJdKzBskVSHHPXLvaZ
2009-10-24,ijUgWqFKTaVenNMrCKjZ,uItnbuxLEFvkvHhADPFS,wbwNyFjBjqeJfBrHIVIh,3198,84673.66,2820,qezDaryjQORNvvMYpbRa
2010-06-14,QUihJWlpvzBrpXAKPyza,vwffcDmxbXYHeJuWghpD,pzAsgtbOmqOqKlNsOnuf,77,83890.2,3555,roPBDtaVCWXnwJQbcPxe
1997-02-19,qHpacizNDDdosQyYeoLQ,VsaTkHiKtaiyfSHJpBwT,QZLlgeSxipklBncgyFNg,1180,91547.69,3914,pkshMhkZtsZvENKFGhwF
2012-06-07,dDZYvptpgyrSMySaPSXQ,ztDaIFtUFakongrFqVgI,lGKREristADAGSSuvbiX,756,19884.17,9949,hnOqOMekIRuqRNBRacXW
2012-10-27,kaXoQGiTOlJsGSgFZkoK,gJJPceVvDKAIQPqktLOg,qexbeEliHFHDbCsiFuNM,7297,75596.8,4285,kZWCcafkiEfkdbAWWqPe
1998-05-01,tCrDOwWNqbWhQcqcXNYr,ZtTXCAmlpREvNsdkiBwj,NgqAGfQRknZZVcAFmmIm,625,48459.69,868,FKiFdzMBWXqSxyFmYDpq
2021-04-29,AIHXTHgAbFwxLnWNjbDw,gDrIXyKSiHeyjdALvJPO,gqYjDzkqcGwWAwKIlMKh,4483,63581.8,8541,yGIhhIGGkzgalazUYeLm
2020-01-12,pnHomDnvdfFxDKEYYWbZ,VdUZPuwXIrbojkDCVYvt,bPolxAQMaNdudhhfBrbm,651,39729.23,7468,jhSDnuJBPPlMivTyvrSQ
2002-07-21,vYEUlyvCQjwtJIzKgode,nGAIRDBzsgLWvmDyKaSy,BNGHtflZCLRQCcOtzKkw,2588,85836.31,4427,abXbziAGOCCmrcrBvfTd
2001-12-22,YXWEAxSBrPfhfxRmnVMw,sPXThNMGjCnjdkhOCAjL,mhAeTmCJchLrnPkhYleo,7699,52995.77,5147,dwafwgNIKWkqfqljOkNC
2017-08-11,FvalUYvdQEyDsABdWDYC,DEyUOBmLkwyKMoACFtBi,ERSzwnpCyDKQRigqxAbU,7172,17374.33,4054,ukMqOJoiQyQhMfAgMFTD
1996-04-03,XyrXTuyahiDpaeFrUdRL,jaHiDirpIbsvDxLuhbRw,pxcOegJkOHlIVWjKmsOD,2146,61448.43,9470,dTfYITMQccISIXnMFtuB
2005-04-03,YLrSNetWFXTcRVXHmrFs,QyKoscdqjuYsyxrBfttl,gnCDdLsTJOCmKzHSlFCc,2720,68964.28,8646,BXujhdVxfBTolNBAAijo
2007-03-10,KLVMowRIihpPRKKaQjuX,jkJxBZuISfTznXkRatGz,gQdTrSJqywoupXANcYRS,5411,80945.8,8543,qUnaLNGJHvCGUcxnEfkj
2003-11-01,SWRnDoiFdQfADZWRiLEs,zZQEgAvnePfDFNzlPZXA,IaGQjFiDBGBiarJGcRgY,757,363.92,3970,duoCcBpOcljxcEgLXiIR
2018-01-20,zqQTAVIpipIJldzcZxVD,qSKJODTbmAgdAZnkMoqb,IRVUsyQcLAjssbnxXSsd,8564,67193.34,3972,OkHqKmgQfqfaBbcCWxpJ
2011-08-12,RSNIkephJIYKHegriRqv,DDXWdSBRjLAgaHGRIjUw,cgSsBmDjvgTDTzoufTYD,5269,61652.57,5815,ndYCRCllJbKgenifJJNF
2005-12-03,NkSGLlSIHzWdCuaVPLvl,ZcaPTqMJuQQDfjtYWDRF,HVvUWczFzBXfjLizzZjc,5593,85060.26,9130,DZvtZicJHvWztNxxasXW
2007-08-23,iuvQfvqYoSDyrBdSrqBd,ctQFCCCwDJKjdNGrZwzA,OINiPERajpSFROFeLDta,2950,98854.43,6494,ROoCOTMhiSEUeTnHTqjy
2012-06-28,tMtNwexEJCkxekjCPSyj,GykEcqnoYTPUbiZsvzRl,VjRMoaAfnoITRNCdmNAK,8372,28927.58,1960,IuiJWpOuALcXbyDtjFZi
2022-11-24,lwxYelxdwrvwiraoGect,MuJidPfFyPWCExSVOrpy,bFrRmicmPxsxyInCjzhO,4583,45899.9,3565,pGGKfGHUcwNMrLBpMien
2000-04-02,IfpmskYXpippVNlMjDEC,VaYNmlkWJgVvZyBlxkwg,bIMAWsyQvpNKcHlNHIoL,3378,33402.58,8474,OuTszBuBrbEwJqLVamZT
2014-06-13,LlrBaBXBAFEemZmhxfkP,ToYeijbrZRKpPLyCxBzB,EQnVmJaFihvRjcYsFjTT,8847,63526.76,6665,SRlaJnTBUMZHEHOvBAmr
2009-12-08,DbTZkUyHMFPFiHrivuBq,CdoRUXhWhcYnEFGMPMpu,mZygkajlahxDFeuHULjX,1924,20264.47,6266,fcbuHwRfwOGqwBYIGGgu
2016-11-01,wgjBoYOvbsdRthZXHGCA,pptIjOwBTdnxvRhvWuWD,eQudkNOyFgVSzrbYdKIx,8870,89400.41,4789,XVISWGqSIgeARYrsHdsR
2016-10-21,bzPKRNgVhfkDHjAKeufK,MVLyLgDowBjqhwKMWHeD,BvSMAakQjKDZBwGtfFZO,5497,78971.2,5840,wRVDHUGrlPKxdWlVmhBx
2009-09-09,wmNljCEgByNMCbUKXjXl,qeojPRkewecrbzaKOyKV,lvrdhzvzAIYzYUuPLREO,363,67179.18,2367,EshvkZjwQINmARVANjOQ
2004-09-19,OOdaPYVHIaLvwtcSynyt,cGqbXumNRnbZLzSvGysa,PQqFHqqCCMhOWxhCEJCa,984,22984.15,6883,EwciJfpiRKCrnjhKaCUC
2008-11-13,YyQJIxKGHjsDNBjWWJep,CCFNXMlsytMjnWhGaQNG,zmgArSusAXkiWVOAkZCg,180,85301.71,7087,NsymJOQQULqxNUKqtvIX
2011-09-14,gGILzIpIdkgQmXUlhVWd,XAozoNvMNqhmdItYwssP,JVgjxzWKQpBeICITBUkl,8371,49295.7,4997,fGPGsaDJmIuYMZxalSpE
1997-07-07,oCOXlZGkQwORpnSZwSYT,NTlxytlkFxizcCaNVJat,MjguCwOMzFqzTHCaQQgd,3154,11231.9,6738,vIPysCClkZiGHaanfXvg
2012-03-10,nQXBrNjnfdaBUXJdQamo,WyiItetfcuViMYLDUxbK,NEijrhLawDqhrMTjAfbk,705,11575.78,1810,AJKFqmHfGiMaBeAdOcJG
2021-06-27,rsbtqNQVIyveNFRlydAq,gaZHlsxKBvTLhkYnzzPi,wODLABWgmZPaRoNsLGRf,4615,51400.19,4449,ZjaIqnLSrHrquylmblTC
2009-08-09,SFEpkJXALCfhuPZcICAj,flMRTSIKCGRDNKScLJsk,NCHIKDnHdKDNcQZHFCcM,5551,52295.93,4122,wfelGwCSjlQylvCWcEOo
1996-10-07,UpqyBoBZLhMoldqFSGGi,sFvgUjuYVHqduWngjwuT,HQLlOFTPNEGnXntctTtT,7956,6438.99,3938,LOAKOUmkEYiiKVNlJZdk
1996-06-07,VOuwMwYoAhwpcNyBZKTW,MdyeRXTfBeaBNMoYFyrs,bVprZVdWduFiQcKuONgt,116,13057.18,3560,zgLJdkptrevsQpNfYRxG
2000-07-24,sIahmGJIdqCyuiPCcghr,MaGSzSoSVwseeFDCQpSz,YEykZNOxoyifsBbBjXNM,1005,80318.0,2499,yTiBUOouhCZgtBvuzqNQ
1999-10-29,TVaNpaEAmKfsZdcTDEol,jNVmgJivVVwvmscVMeNo,ftTxvwEbaxSKgUuLeVAP,5219,40418.9,3132,RQMbmaaBTBvuYlclocjW
2014-07-10,oWrIFvkqHJXJzUYUmLIr,VBxCLvRFTwwYmdBUJoBb,elUIUzKzxJugiSPgYacZ,8769,30171.57,5759,CUsGVgbjMDkWEicZnkZo
2005-04-10,iqkrmjGwRTzxzTOKltgr,WcSSOUQgquElPtQYXyfw,xuMiZslBGDSHbFIODDOq,3720,6455.27,1410,EzixElUORPFFQWnovifx
1999-09-20,xsqFcQDWcCtTyblQTPjU,UnhmKSrpOHoqKVKNFCVF,kgItJOmsqqiReUOScyHo,7968,72332.72,5082,lDyMYVvoCRXNtFrtHaXQ
2006-09-12,bNxsDAFmBywCBLERmzRu,CKeYnYuuwmllDnDoQUbs,pYkcwSltUbcXcwzstthL,2884,63398.89,4680,qLGFbQIkVrvopSYHXkCW
2003-01-30,UVzihhYfPNqIFdcCPQau,znnlpCDAENvnovcVeOjs,xwcDpZOiODyjzszzWXEL,7514,61967.61,1252,PkyvGFnJlYffHcJLisOy
2017-06-28,qDnphfPYytCxFBgpMizb,FqIeTLwPdgZzjkawWbcA,GEGBpUAriXMdGNYnRUgo,5562,71248.37,2622,TjvnEQVwgZQWcekVLDug
2000-08-20,CKKDVWYKXxZhMGogAjTe,RZMgOIKOsfIWnLIatSQg,TdvfAiKuWRobVOdxmGGL,6802,93337.3,9053,pwgBhRkcmVRlwCYUXFzn
2002-11-06,TEURzRbPcDUihpmtVitV,vFAGBnvjdfzDNGNASGou,uGTynEKmQcdhDKLhEdmJ,3950,36752.42,5335,fPaFWjDBFgDhiPRPejwr
1994-11-05,WWwwaxhbRMhANBdGIZWy,NnCNMpJZOvKqPEhWGVln,SCvKUjyUOFFIKryNLYPc,4488,8609.92,7050,xICgRwRQVmhRDjFmWUxO
1999-03-24,cjqNANhYiYVutqhnhXrd,GYMZcZleWGhSqjEBFCiG,GzdUnsifBGjrMoXaRgKq,5013,67699.72,1955,OYgBLHdsGYxzOEQeubOJ
2016-05-11,qgypWjvBIVkUdcwvaLhC,VStjfPRsvTsjCBqvneiL,JiNXrCGTsZzYdlTruOVg,5873,37027.2,267,gCzoseHOJNzdBJQjssod
2004-08-06,QdPBivgfgRUZdktKKout,UOnnOVZtTJNatpasVsQi,yhJykZUUMuNFlQeUzOQW,2608,89595.28,3441,fGwMfxpFicwNdVWBoiIz
2014-05-01,CHWjjxnnIgAwQDABYJBr,YtXMYriJncbRjEUJUXML,fnGPUzzKdUwLmAgCZyjn,5252,61093.44,2946,ZMSFbrMfvwNpbnYkOfuL
1997-03-28,jhDygvvFBFSdqaOGdBtg,HHyBYqNxcAkCFKkebhPz,EdnWoLOVGIkNvUHTqIcI,6913,44805.38,425,TnLtBQVJJWlqgxbkHOUA
1995-05-21,hkcjkxJGWckTXAUAMkUJ,pEDLpyMXhPXStWJEnser,DlZVmHAAQeHyrFsnJilB,3713,61302.3,1356,HnSmKsSDHFiGsSqdWdUV
1995-09-28,ldnWrYfDglzaCbllVSJB,CSTiQXLPXsCjHsHZNicj,aUrUaLWlYxqzJzUaCKzA,3266,96243.8,9936,ZGWGMFsBygjtsjjutCKw
2021-04-17,FlVnZJtEasbpqCNNaPeB,ARsHSrfdOdgdWkRHcxvz,TxcVXmsFpROCaEpNWcrT,4472,81549.42,8739,ZIknuvTUljoWpqKPaPzC
2016-12-20,QqAXMltbCVCQeYLFHfkg,MkqXqnWnLWQQDWKvjLjo,zHtcdLsNOFpiaQrsYfvd,7913,54284.1,3702,swSaRZgUrsLTYeCHNxnS
2002-09-14,MAXtObgRMRQsWnsVoJTC,JUVZetUAYCAAREuQUKaQ,GeehLYXvttFxMNdkhxEv,3677,2608.51,1236,pCEeQMMktqXnOGJzYohS
2008-04-09,hgdDmMZajyRDPoWtCCGP,BxPjPhjzVIETunWglOYC,TfeIJAXPBsAkVniEDpxZ,398,61009.96,8656,gUqodkOgPoGwwrDGujlV
2004-11-03,LBaOFbWLGucVflLIHpmx,BuPiYYoaGPdxPcJyYjWI,FyjhUPcmZnyHXWNohYDb,5004,76195.51,6217,JriDpYyIRaBShFrsRiDw
2005-05-30,UailRGCSnhfEatVJXubj,DEGHgvfaaxvnMOikREUz,lbijpaBfhGsZpLJXfwvv,6299,4301.3,457,CZHGoZVeQUioPucZsJwN
2004-04-27,rBmTDYjMhGlwVRZhVkvK,zGsJdowgyKNMBTIOIFAr,EAqgQaizRgbZEPmbEAdG,7400,9319.96,6729,nhsdVfKXiCocvJfKkUIN
2013-12-31,TzSskDvdHwDWTFfEbJWO,jVYFTmeVJwwpZsiFDjQs,JQJElxUuIoeYBulQtPFD,6169,44616.48,1541,UvGFeOesFYtGiuepJRhu
2008-08-08,cnwVdFwiahJmJkqdrJNO,zWZWXiFKdzDPGrWKNpnS,KDnRMPswNIvIbMghpHHT,8111,39931.46,8043,YTRjJcarcCyzoUeBRcXP
2018-03-01,PCDXmsybdQiyKkXxqxQa,HFXQsAJljySPiOGVAEGg,BpveTOcEdjdgTinTYuZB,6445,67336.53,8986,IROziGDHUanAMDxfNywV
2013-06-20,NgIexspageiLWJpWASik,pnyqcEjvGdFlmfCdRNbJ,xLSrqvihIiXsUBDLTeal,9461,51922.19,1772,yrvIQZqGVwdoUtdaLgoG
2016-12-27,xtarCvWRyGdfqOWMvcxM,GgMSALhtqbzHYjaJGdyS,cJYrEPEGyKWSIsfcNbNs,8740,68378.2,8300,orusXqBoRGeZgEsyPswv
1999-07-03,psaedbNgerINdYnnSoDL,elMAofclAlpKTXdwxfwZ,OPdpaBKaeNDKlqHSgQKv,6235,97938.9,2962,LeftynVhCgkIzzxGgbWq
2006-08-18,MNMShUIRFuCrZKXZkHpd,cKDaDwgmFgCGAuwYzBlC,nGojFhECOSsXzrsUCpYF,8472,68674.49,6824,YgpJXSxbZNqcFQNdMPCR
2007-04-09,bqbLKrZHFBNGxFWsojxY,BmgBiHaRgaorSKvICnWP,RmFKCZwhEKBrsLhaVoYo,1572,52674.54,3093,zFeIUdtAQGcmpGpFqgPQ
1994-02-23,YWqNptDfWthVSOLyehfN,SgCgZoCenWDYDHMkHgTc,nAseizBqIYKFHLvaEici,5667,24732.91,1409,JywqzIlcGRoUMwAhIVeY
2003-09-06,uENvhpjFekfsYYWAmTed,CYEWeFcIstOqYFcdSgqX,oDgAymsCZKOTiZFmIGpN,5644,66151.26,4329,CqPkQsIGbrDEhhvjKsyl
2014-02-22,eMzWuWQANJASZwGmMapM,zadrczJjXjBngiYDNixl,uiNpKFXWdnKVvGIHCvEU,9193,14896.27,7824,JQpjDVgMEbDlBoLjCYiv
2014-01-25,UvwcSjnUXIQgYuAlIDtp,SBdeEqpEqswOxPxUDDuD,DAskHhikEhJeJGhtUznG,6901,11325.7,9637,mTCahbIEXJpXJTGqRCPS
2003-07-01,NidhDJcWJEHgjRaNslln,VwYzgFfbBAdZAtzfvbhA,YEWgVuWiTqsirGISegUc,9232,53181.7,3444,oqCXTGxzrEhNvbZMlKot
2022-01-31,DCgbSsXhjSleWojmOzth,hnQpfIsbWwEzhGTQkCaU,CjzmKUrGgRTKMlisBvOS,628,43370.16,6808,zEgRTyPpYhTrEGIVFVuV
2017-10-16,UZTHFwscgrgEazWRXKJS,DIOajfzDUHKbpxdRwgwf,LaIAwffiLnOJyqpnXmbX,8106,87537.31,998,eIkeruYmjSyFrYtDzPcU
2004-08-13,GClASMLDYNVyBTglWlMw,aCBZrhpDpjQSbNgjPyES,ZNgXEuEaAlonQKrZEPlU,7674,66264.86,3053,PVAmOxpjJMFQvVqlThuZ
2022-12-29,ncLEhFeqbumgCRzcrJEQ,svcqxGvCgyOzPAmlJHnT,wweOcCQiYITbdioktVqf,8485,21029.47,7926,wnPWkQjyKcbrHBuGqhcA
2014-07-31,HZXthCziTnWASDywuBxk,gHBCtEFzHiuDtqNsrRFY,kaNTsKthvUwtXyDmWlnc,8111,37161.52,8554,UFsCkWnHcpkyTwvnqmnI
2002-04-24,AFgYGWlUMPYDckjNOsvs,huCtCsPidQkdCPLGRYFn,CKlDNoiBtUvLYCZYhBzM,6035,52386.8,6495,wbnrYZbSztEFpngaDvzB
1999-02-26,yYELDzOsbymciTKhrIID,fQgmPqUAoXAZGQPaWLuy,wqNXTwgUusgvcdAxRKbq,4326,10691.78,3165,wHEytFGcsVgdgjsapBuQ
2022-06-17,yumTVmyOezQDTxQUOhWk,XLCjdTtAGvMqZYxxGGMt,WpaBDfAgghIBwnVrBQTp,1171,30417.81,3495,SHjuGWLGCspvUIPlCHiL
2023-01-15,snoLJDmoEaptBwUKaHBI,iqSVKDFvGsOaBNWVNwEP,TCzocsdXoExytwNwkpuj,8456,24351.41,5699,DiTBDXcSqfseYeqhDWHj
2000-06-15,QiAoZHDgeYSVgadaDGWR,bQoyFzOYsJVCDCtFiopf,zwdVZhhPLqsBOOYjGVHD,4962,7800.63,5400,OBiSldRizHWaWjwXqNFz
2014-08-08,oOSdaldDGXPnNaQRwVUY,BDgTadCPScqLhCxHMYuh,fTGXfdeyarFbndBZeIZq,5583,26405.56,7485,wmxWDRzwRNubUQAziWQF
2009-04-04,WfYHGuBrmqvvuxLILQQa,RSeCknuVZlxMrKPNSPfm,iUKUltbXvWLyWpSbjNrk,9738,51219.73,4700,klmvjAJMvJeJArTRJVga
2014-06-29,VIVLWahSQVFsmuMjspty,sgfJoRYjLZisDGnsCpsX,DAxKZKgXhQfWnnrsaPfI,2382,52176.25,5987,NUOfdcLiRrkyfZIMHqdy
2008-12-26,aMtWnHpAyvMpnxXtPDxA,NqDGMLbZcYTjfiXUSHbY,xMhsueABtPleDdRLGjCQ,6400,11120.16,2930,VCbGqICiiHUcAtgUAmGa
2008-01-19,nKPNvJqIiMkuRbKmaoHZ,rchQhOyLJRcVGbsYExIs,WNvHoVDAVESjkhdOrZTQ,5824,23312.35,3623,xNDsQXLJljXimVUxhELb
2010-12-02,wWPWKnQOaXwYQbrjlulA,vNfJwLCudCVDEJOUMFSo,fqqUtePDDGNxHGaGuSto,1838,32038.0,8526,mUXrUlMDwKXIwBsxyksZ
2022-11-26,DsAgtyohMSJvCUTTqvBR,YVsMIcHhSTjMPRDKDhuZ,eVmsnpyzBobcSDjQCxbA,8086,1151.33,9289,XmGpnVIgqKehXpIWxkRo
2005-04-16,icwtscmICGFdbPpeFjGy,LQdmCuQuYNIRUefUKKZe,wNcfwwbqnkAyZevHpHGX,7997,87685.45,2219,PKuPWhKPQIfRffqTXcjY
2011-08-23,oOwUjgUEGOmpVCsuCivK,AeglDrIyrMndUsAZOpZU,LjbmNeBJRnCavSybhRhI,4565,83748.2,1896,KuvdxLzmqPBprnqjTTcg
2002-12-28,vOnekzVDbrDrXezyDAgj,gJlHdotUHmOCoRbYblsr,opFyMumCgeKNHcWNOeKs,8963,82224.7,2601,FYfTwiNVliKnrLrYtDmi
2021-05-27,lDKFIJxEOcdIXjYOfKzQ,OvBWbShCoEEOZjaCvGdn,ZdstkOhnTaswwFFeYEkt,2584,49468.91,5571,tkvuqLMRlpnTMznqCfan
2008-08-24,WufrulsLBbhZczJQhNmB,WNIfsxRXGgXxYKaIDpsc,JJRkfNRFMjqrhtqsKcVw,9145,82568.53,1456,yPrxxrpoXUdBwpNguGGg
2007-03-05,uosUQqDaalRJhrkIxtYT,UoKKpbcsqmnCFUiDFeVo,OdRBkYhutJVijxSxdZFE,3944,97475.97,9771,TcoWRlxCkRmGITgwpFrU
2002-09-05,QZSrCirjMsiALumCzflL,bRjZwxwcHBENkjKsYtVD,euRyxgTpbcoHFMaoQjFf,2198,84892.1,9011,jGiksGDVqZFZPGMpYxuV
2017-03-03,VaqLUFPbSFEDmZwEXGJY,IMLIniqHtSqKAxdupGyq,jVIPUmzIOmeudRtWAnDL,7533,37380.98,305,fejxOrOTDBYUCBPIvmir
2013-05-22,zIVuwdhEAOmIMiwYaCqC,QNsuLpJwuLZmDzvAiRJL,MRsTvhqbKWqtLZUzYQAA,7695,31101.6,318,ropYrIDqkMuXAtjRJPdc
2010-08-21,wplULItAkiXZWvKiJgZA,bsmaOzNguqVmvlJAxYIV,EkkzxMcLCWUIYsMjCykX,7554,90311.89,1305,BjoXkiaJrkrchEkoufHQ
2004-07-26,kixfODRFXWkFEDYRfwWY,kEMioOmDGvogJDZsDOZV,hbLOEhNkCWKvFWdOtdaN,3188,29669.35,3372,zvmeyoqXlKYpzSXwLjuZ
2002-04-10,qYQHKfLeiPrmqLnpCWng,ImZHFzTuWPwltwKnkVMi,RxEeYqQEccuwEuiMJGrx,6263,48004.24,8048,cEKiChJAALwYqwmrPFYX
2022-03-09,UILsHECjQzenAhnvVUmY,JuGBBoxYvcwjsRLPtGed,HrxlvOcKePgcZXSUZiHk,9141,12677.7,6008,xIwmEjtKnknfBqkhKtaQ
2003-08-01,cVWLJpXzbMKTpPlenDxA,PKxWPdbxPzWakqLIPIyq,zOgCophHgRBnBiticLIB,9470,6537.15,7773,jbNpWzjSIIhBVWznzDqW
1999-03-20,FShpyXFtzdzNKcoqEznn,rKmkNDUpgKbSDuPfStcG,vKmvIhpNWAUPopJylhHV,828,18667.74,9416,EhmramQygPtxxrOZPmPm
1999-06-04,XLuHzqaTFhVhzYwyujLw,YbezsYLXmchLwNYMEdhq,dBoJbbWlknyJznFBJyWh,8282,78523.11,5332,wkzGnsBDGVDkilVjMIOU
