classification_system,code,code_clean,description,source,observations
icd-10-mc,O75.9,O759,"pregnancy, childbirth and puerperium",,
icd-10-mc,O77.0,O770,"pregnancy, childbirth and puerperium",,
icd-10-mc,O77.1,O771,"pregnancy, childbirth and puerperium",,
icd-10-mc,O77.8,O778,"pregnancy, childbirth and puerperium",,
icd-10-mc,O77.9,O779,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.0,O860,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.1,O861,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.2,O862,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.4,O864,"pregnancy, childbirth and puerperium",,
icd-10-mc,O86.8,O868,"pregnancy, childbirth and puerperium",,
icd-10-mc,O87.0,O870,"pregnancy, childbirth and puerperium",,
icd-10-mc,O87.1,O871,"pregnancy, childbirth and puerperium",,
icd-10-mc,O87.2,O872,"pregnancy, childbirth and puerperium",,
icd-10-mc,O87.3,O873,"pregnancy, childbirth and puerperium",,
icd-10-mc,O87.4,O874,"pregnancy, childbirth and puerperium",,
icd-10-mc,O87.8,O878,"pregnancy, childbirth and puerperium",,
icd-10-mc,O87.9,O879,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.0,O880,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.1,O881,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.2,O882,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.3,O883,"pregnancy, childbirth and puerperium",,
icd-10-mc,O88.8,O888,"pregnancy, childbirth and puerperium",,
icd-10-mc,O89.0,O890,"pregnancy, childbirth and puerperium",,
icd-10-mc,O89.1,O891,"pregnancy, childbirth and puerperium",,
icd-10-mc,O89.2,O892,"pregnancy, childbirth and puerperium",,
icd-10-mc,O89.3,O893,"pregnancy, childbirth and puerperium",,
icd-10-mc,O89.4,O894,"pregnancy, childbirth and puerperium",,
icd-10-mc,O89.5,O895,"pregnancy, childbirth and puerperium",,
icd-10-mc,O89.6,O896,"pregnancy, childbirth and puerperium",,
icd-10-mc,O89.8,O898,"pregnancy, childbirth and puerperium",,
icd-10-mc,O89.9,O899,"pregnancy, childbirth and puerperium",,
icd-10-mc,O90.0,O900,"pregnancy, childbirth and puerperium",,
icd-10-mc,O90.1,O901,"pregnancy, childbirth and puerperium",,
icd-10-mc,O90.2,O902,"pregnancy, childbirth and puerperium",,
icd-10-mc,O90.3,O903,"pregnancy, childbirth and puerperium",,
icd-10-mc,O90.4,O904,"pregnancy, childbirth and puerperium",,
icd-10-mc,O90.5,O905,"pregnancy, childbirth and puerperium",,
icd-10-mc,O90.6,O906,"pregnancy, childbirth and puerperium",,
icd-10-mc,O90.8,O908,"pregnancy, childbirth and puerperium",,
icd-10-mc,O90.9,O909,"pregnancy, childbirth and puerperium",,
icd-10-mc,O91.0,O910,"pregnancy, childbirth and puerperium",,
icd-10-mc,O91.1,O911,"pregnancy, childbirth and puerperium",,
icd-10-mc,O91.2,O912,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.0,O920,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.1,O921,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.2,O922,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.3,O923,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.4,O924,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.5,O925,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.6,O926,"pregnancy, childbirth and puerperium",,
icd-10-mc,O92.7,O927,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.0,O980,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.1,O981,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.2,O982,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.3,O983,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.4,O984,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.5,O985,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.6,O986,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.7,O987,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.8,O988,"pregnancy, childbirth and puerperium",,
icd-10-mc,O98.9,O989,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.0,O990,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.1,O991,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.2,O992,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.3,O993,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.4,O994,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.5,O995,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.6,O996,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.7,O997,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.8,O998,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.1,O9A1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.2,O9A2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.3,O9A3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.4,O9A4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O9A.5,O9A5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.00,O0000,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.01,O0001,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.10,O0010,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.11,O0011,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.20,O0020,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.21,O0021,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.80,O0080,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.81,O0081,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.90,O0090,"pregnancy, childbirth and puerperium",,
icd-10-mc,O00.91,O0091,"pregnancy, childbirth and puerperium",,
icd-10-mc,O02.81,O0281,"pregnancy, childbirth and puerperium",,
icd-10-mc,O02.89,O0289,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.30,O0330,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.31,O0331,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.32,O0332,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.33,O0333,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.34,O0334,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.35,O0335,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.36,O0336,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.37,O0337,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.38,O0338,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.39,O0339,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.80,O0380,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.81,O0381,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.82,O0382,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.83,O0383,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.84,O0384,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.85,O0385,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.86,O0386,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.87,O0387,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.88,O0388,"pregnancy, childbirth and puerperium",,
icd-10-mc,O03.89,O0389,"pregnancy, childbirth and puerperium",,
icd-10-mc,O04.80,O0480,"pregnancy, childbirth and puerperium",,
icd-10-mc,O04.81,O0481,"pregnancy, childbirth and puerperium",,
icd-10-mc,O04.82,O0482,"pregnancy, childbirth and puerperium",,
icd-10-mc,O04.83,O0483,"pregnancy, childbirth and puerperium",,
icd-10-mc,O04.84,O0484,"pregnancy, childbirth and puerperium",,
icd-10-mc,O04.85,O0485,"pregnancy, childbirth and puerperium",,
icd-10-mc,O04.86,O0486,"pregnancy, childbirth and puerperium",,
icd-10-mc,O04.87,O0487,"pregnancy, childbirth and puerperium",,
icd-10-mc,O04.88,O0488,"pregnancy, childbirth and puerperium",,
icd-10-mc,O04.89,O0489,"pregnancy, childbirth and puerperium",,
icd-10-mc,O07.30,O0730,"pregnancy, childbirth and puerperium",,
icd-10-mc,O07.31,O0731,"pregnancy, childbirth and puerperium",,
icd-10-mc,O07.32,O0732,"pregnancy, childbirth and puerperium",,
icd-10-mc,O07.33,O0733,"pregnancy, childbirth and puerperium",,
icd-10-mc,O07.34,O0734,"pregnancy, childbirth and puerperium",,
icd-10-mc,O07.35,O0735,"pregnancy, childbirth and puerperium",,
icd-10-mc,O07.36,O0736,"pregnancy, childbirth and puerperium",,
icd-10-mc,O07.37,O0737,"pregnancy, childbirth and puerperium",,
icd-10-mc,O07.38,O0738,"pregnancy, childbirth and puerperium",,
icd-10-mc,O07.39,O0739,"pregnancy, childbirth and puerperium",,
icd-10-mc,O08.81,O0881,"pregnancy, childbirth and puerperium",,
icd-10-mc,O08.82,O0882,"pregnancy, childbirth and puerperium",,
icd-10-mc,O08.83,O0883,"pregnancy, childbirth and puerperium",,
icd-10-mc,O08.89,O0889,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.00,O0900,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.01,O0901,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.02,O0902,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.03,O0903,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.10,O0910,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.11,O0911,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.12,O0912,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.13,O0913,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.A0,O09A0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.A1,O09A1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.A2,O09A2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.A3,O09A3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.21,O0921,"pregnancy, childbirth and puerperium",,
icd-10-mc,O99.03,O9903,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.29,O0929,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.30,O0930,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.31,O0931,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.32,O0932,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.33,O0933,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.40,O0940,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.41,O0941,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.42,O0942,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.43,O0943,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.51,O0951,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.52,O0952,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.61,O0961,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.62,O0962,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.70,O0970,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.71,O0971,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.72,O0972,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.73,O0973,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.81,O0981,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.82,O0982,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.89,O0989,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.90,O0990,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.91,O0991,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.92,O0992,"pregnancy, childbirth and puerperium",,
icd-10-mc,O09.93,O0993,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.01,O1001,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.02,O1002,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.03,O1003,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.11,O1011,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.12,O1012,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.13,O1013,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.21,O1021,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.22,O1022,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.23,O1023,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.31,O1031,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.32,O1032,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.33,O1033,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.41,O1041,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.42,O1042,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.43,O1043,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.91,O1091,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.92,O1092,"pregnancy, childbirth and puerperium",,
icd-10-mc,O10.93,O1093,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.00,O1200,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.01,O1201,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.02,O1202,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.03,O1203,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.04,O1204,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.05,O1205,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.10,O1210,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.11,O1211,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.12,O1212,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.13,O1213,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.14,O1214,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.15,O1215,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.20,O1220,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.21,O1221,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.22,O1222,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.23,O1223,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.24,O1224,"pregnancy, childbirth and puerperium",,
icd-10-mc,O12.25,O1225,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.00,O1400,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.02,O1402,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.03,O1403,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.04,O1404,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.05,O1405,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.10,O1410,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.12,O1412,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.13,O1413,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.14,O1414,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.15,O1415,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.20,O1420,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.22,O1422,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.23,O1423,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.24,O1424,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.25,O1425,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.90,O1490,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.92,O1492,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.93,O1493,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.94,O1494,"pregnancy, childbirth and puerperium",,
icd-10-mc,O14.95,O1495,"pregnancy, childbirth and puerperium",,
icd-10-mc,O15.00,O1500,"pregnancy, childbirth and puerperium",,
icd-10-mc,O15.02,O1502,"pregnancy, childbirth and puerperium",,
icd-10-mc,O15.03,O1503,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.00,O2200,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.01,O2201,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.02,O2202,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.03,O2203,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.10,O2210,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.11,O2211,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.12,O2212,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.13,O2213,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.20,O2220,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.21,O2221,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.22,O2222,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.23,O2223,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.30,O2230,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.31,O2231,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.32,O2232,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.33,O2233,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.40,O2240,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.41,O2241,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.42,O2242,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.43,O2243,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.50,O2250,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.51,O2251,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.52,O2252,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.53,O2253,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.8X,O228X,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.90,O2290,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.91,O2291,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.92,O2292,"pregnancy, childbirth and puerperium",,
icd-10-mc,O22.93,O2293,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.00,O2300,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.01,O2301,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.02,O2302,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.03,O2303,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.10,O2310,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.11,O2311,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.12,O2312,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.13,O2313,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.20,O2320,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.21,O2321,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.22,O2322,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.23,O2323,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.30,O2330,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.31,O2331,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.32,O2332,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.33,O2333,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.40,O2340,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.41,O2341,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.42,O2342,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.43,O2343,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.51,O2351,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.52,O2352,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.59,O2359,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.90,O2390,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.91,O2391,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.92,O2392,"pregnancy, childbirth and puerperium",,
icd-10-mc,O23.93,O2393,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.01,O2401,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.02,O2402,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.03,O2403,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.11,O2411,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.12,O2412,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.13,O2413,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.31,O2431,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.32,O2432,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.33,O2433,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.41,O2441,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.42,O2442,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.43,O2443,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.81,O2481,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.82,O2482,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.83,O2483,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.91,O2491,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.92,O2492,"pregnancy, childbirth and puerperium",,
icd-10-mc,O24.93,O2493,"pregnancy, childbirth and puerperium",,
icd-10-mc,O25.10,O2510,"pregnancy, childbirth and puerperium",,
icd-10-mc,O25.11,O2511,"pregnancy, childbirth and puerperium",,
icd-10-mc,O25.12,O2512,"pregnancy, childbirth and puerperium",,
icd-10-mc,O25.13,O2513,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.00,O2600,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.01,O2601,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.02,O2602,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.03,O2603,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.10,O2610,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.11,O2611,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.12,O2612,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.13,O2613,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.20,O2620,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.21,O2621,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.22,O2622,"pregnancy, childbirth and puerperium",,
icd-10-mc,O26.23,O2623,"pregnancy, childbirth and puerperium",,
